# s_m;x_m;y_m;psi_rad;kappa_radpm;vx_mps;ax_mps2
760.2802615;-239.7020090;115.7501884;2.5305411;0.0042951;22.4412249;-7.7357263
760.3302602;-239.7306918;115.7092352;2.5307561;0.0043063;22.4238686;-7.7359860
760.3802589;-239.7593658;115.6682758;2.5309716;0.0043175;22.4065123;-7.7362458
760.4302576;-239.7880310;115.6273102;2.5311876;0.0043286;22.3891560;-7.7365055
760.4802563;-239.8166873;115.5863385;2.5314042;0.0043398;22.3717997;-7.7367652
760.5302550;-239.8453347;115.5453605;2.5316214;0.0043510;22.3544433;-7.7370249
760.5802537;-239.8739732;115.5043763;2.5318391;0.0043622;22.3370870;-7.7372846
760.6302524;-239.9026028;115.4633858;2.5320574;0.0043735;22.3197307;-7.7375444
760.6802512;-239.9312234;115.4223891;2.5322762;0.0043847;22.3023744;-7.7378041
760.7302499;-239.9598350;115.3813861;2.5324956;0.0043959;22.2850181;-7.7380638
760.7802486;-239.9884376;115.3403769;2.5327156;0.0044072;22.2676618;-7.7383235
760.8302473;-240.0170312;115.2993613;2.5329361;0.0044185;22.2503054;-7.7385832
760.8802460;-240.0456158;115.2583394;2.5331572;0.0044297;22.2329491;-7.7388430
760.9302447;-240.0741912;115.2173112;2.5333788;0.0044410;22.2155928;-7.7391027
760.9802434;-240.1027576;115.1762767;2.5336010;0.0044523;22.1982365;-7.7393624
761.0302421;-240.1313148;115.1352358;2.5338237;0.0044636;22.1808802;-7.7396221
761.0802408;-240.1598629;115.0941885;2.5340471;0.0044749;22.1635238;-7.7398818
761.1302395;-240.1884018;115.0531348;2.5342709;0.0044862;22.1461675;-7.7401415
761.1802382;-240.2169315;115.0120748;2.5344954;0.0044976;22.1288112;-7.7404013
761.2302369;-240.2454520;114.9710083;2.5347204;0.0045089;22.1114549;-7.7406610
761.2802356;-240.2739632;114.9299354;2.5349460;0.0045202;22.0940986;-7.7409207
761.3302343;-240.3024652;114.8888561;2.5351721;0.0045316;22.0767422;-7.7411804
761.3802330;-240.3309578;114.8477703;2.5353988;0.0045429;22.0593859;-7.7414401
761.4302317;-240.3594412;114.8066780;2.5356261;0.0045543;22.0420296;-7.7416999
761.4802304;-240.3879152;114.7655793;2.5358540;0.0045657;22.0246733;-7.7419596
761.5302291;-240.4163798;114.7244741;2.5360824;0.0045770;22.0073170;-7.7422193
761.5802278;-240.4448350;114.6833624;2.5363114;0.0045884;21.9899606;-7.7424790
761.6302265;-240.4732808;114.6422442;2.5365409;0.0045998;21.9726043;-7.7427387
761.6802252;-240.5017171;114.6011195;2.5367710;0.0046112;21.9552480;-7.7429985
761.7302239;-240.5301439;114.5599882;2.5370017;0.0046226;21.9378917;-7.7432582
761.7802226;-240.5585613;114.5188504;2.5372330;0.0046340;21.9202269;-7.7435468
761.8302213;-240.5869691;114.4777059;2.5374648;0.0046453;21.9022785;-7.7438620
761.8802200;-240.6153674;114.4365549;2.5376972;0.0046567;21.8843302;-7.7441771
761.9302187;-240.6437561;114.3953973;2.5379302;0.0046681;21.8663818;-7.7444923
761.9802174;-240.6721352;114.3542330;2.5381638;0.0046794;21.8484334;-7.7448074
762.0302161;-240.7005047;114.3130621;2.5383979;0.0046907;21.8304851;-7.7451226
762.0802148;-240.7288646;114.2718846;2.5386326;0.0047021;21.8125367;-7.7454378
762.1302135;-240.7572147;114.2307004;2.5388679;0.0047134;21.7945884;-7.7457529
762.1802122;-240.7855552;114.1895095;2.5391038;0.0047246;21.7766400;-7.7460681
762.2302109;-240.8138860;114.1483119;2.5393402;0.0047359;21.7586916;-7.7463833
762.2802096;-240.8422070;114.1071076;2.5395772;0.0047471;21.7407433;-7.7466984
762.3302083;-240.8705182;114.0658966;2.5398148;0.0047583;21.7227949;-7.7470136
762.3802070;-240.8988196;114.0246789;2.5400530;0.0047694;21.7048465;-7.7473288
762.4302057;-240.9271112;113.9834544;2.5402917;0.0047806;21.6868982;-7.7476439
762.4802044;-240.9553929;113.9422232;2.5405311;0.0047917;21.6689498;-7.7479591
762.5302031;-240.9836647;113.9009852;2.5407710;0.0048027;21.6510015;-7.7482743
762.5802018;-241.0119267;113.8597403;2.5410115;0.0048137;21.6330531;-7.7485894
762.6302005;-241.0401787;113.8184887;2.5412526;0.0048247;21.6151047;-7.7489046
762.6801992;-241.0684207;113.7772303;2.5414942;0.0048356;21.5971564;-7.7492198
762.7301979;-241.0966528;113.7359650;2.5417365;0.0048465;21.5792080;-7.7495349
762.7801966;-241.1248748;113.6946929;2.5419793;0.0048573;21.5612596;-7.7498501
762.8301953;-241.1530869;113.6534140;2.5422227;0.0048681;21.5433113;-7.7501653
762.8801940;-241.1812888;113.6121281;2.5424667;0.0048788;21.5253629;-7.7504804
762.9301927;-241.2094807;113.5708354;2.5427112;0.0048895;21.5074145;-7.7507956
762.9801914;-241.2376624;113.5295358;2.5429564;0.0049001;21.4894662;-7.7511107
763.0301901;-241.2658341;113.4882292;2.5432021;0.0049106;21.4715178;-7.7514259
763.0801888;-241.2939955;113.4469158;2.5434484;0.0049211;21.4535695;-7.7517411
763.1301875;-241.3221468;113.4055953;2.5436953;0.0049315;21.4356211;-7.7520562
763.1801862;-241.3502878;113.3642680;2.5439428;0.0049418;21.4176727;-7.7523714
763.2301849;-241.3784186;113.3229336;2.5441909;0.0049521;21.3997244;-7.7526866
763.2801837;-241.4065392;113.2815923;2.5444395;0.0049623;21.3817760;-7.7530017
763.3301824;-241.4346494;113.2402440;2.5446887;0.0049724;21.3638276;-7.7533169
763.3801811;-241.4627494;113.1988887;2.5449385;0.0049824;21.3458793;-7.7536321
763.4301798;-241.4908389;113.1575263;2.5451889;0.0049924;21.3279309;-7.7539472
763.4801785;-241.5189182;113.1161569;2.5454399;0.0050022;21.3099826;-7.7542624
763.5301772;-241.5469870;113.0747805;2.5456914;0.0050120;21.2920342;-7.7545776
763.5801759;-241.5750454;113.0333970;2.5459436;0.0050217;21.2740858;-7.7548927
763.6301746;-241.6030933;112.9920064;2.5461963;0.0050313;21.2561375;-7.7552079
763.6801733;-241.6311308;112.9506087;2.5464495;0.0050408;21.2381891;-7.7555231
